Region,Model,Memory Mode,Strategy,Total Score,Accuracy,Completed At,Type_定位与定向,Type_空间距离估算,Type_邻近关系判断,Type_POI密度识别,Type_路径规划
维也纳美泉宫,gemini,map,Direct,19,79.17%,2025-12-26T00:13:58.850679,100.00%,50.00%,100.00%,50.00%,75.00%
维也纳美泉宫,openai,context,Direct,21,87.50%,2025-12-26T00:15:41.717351,87.50%,100.00%,100.00%,75.00%,75.00%
维也纳美泉宫,openai,graph,Direct,15,62.50%,2025-12-26T00:16:51.948143,50.00%,50.00%,75.00%,50.00%,100.00%
维也纳美泉宫,openai,map,Direct,15,62.50%,2025-12-26T00:18:06.508655,50.00%,25.00%,75.00%,75.00%,100.00%
维也纳美泉宫,qwen,context,Direct,18,75.00%,2025-12-26T00:19:03.509697,50.00%,100.00%,75.00%,75.00%,100.00%
维也纳美泉宫,qwen,graph,Direct,14,58.33%,2025-12-26T00:19:49.586319,25.00%,75.00%,75.00%,50.00%,100.00%
维也纳美泉宫,qwen,map,Direct,16,66.67%,2025-12-26T00:20:41.895734,37.50%,75.00%,75.00%,75.00%,100.00%
罗马斗兽场,claude,context,Direct,21,87.50%,2025-12-26T00:22:43.386848,87.50%,75.00%,100.00%,75.00%,100.00%
罗马斗兽场,claude,graph,Direct,14,58.33%,2025-12-26T00:26:17.388535,62.50%,0.00%,75.00%,75.00%,75.00%
罗马斗兽场,claude,map,Direct,14,58.33%,2025-12-26T00:28:06.419186,37.50%,0.00%,100.00%,75.00%,100.00%
罗马斗兽场,deepseek,context,Direct,15,62.50%,2025-12-26T00:29:29.247384,25.00%,75.00%,75.00%,75.00%,100.00%
罗马斗兽场,deepseek,graph,Direct,14,58.33%,2025-12-26T00:30:53.280070,37.50%,0.00%,100.00%,75.00%,100.00%
罗马斗兽场,deepseek,map,Direct,15,62.50%,2025-12-26T00:32:18.328064,12.50%,75.00%,100.00%,75.00%,100.00%
罗马斗兽场,gemini,context,Direct,23,95.83%,2025-12-26T00:44:07.693692,100.00%,100.00%,100.00%,75.00%,100.00%
